longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.15,33.78,35,2768,752.0,1277,651,3.6193,250000,NEAR OCEAN
-118.14,33.78,42,1898,488.0,940,483,3.4107,233300,NEAR OCEAN
-118.13,33.78,45,1016,172.0,361,163,7.5,434500,NEAR OCEAN
-118.14,33.77,49,2792,690.0,1301,648,3.2917,307400,NEAR OCEAN
-118.14,33.77,51,2812,621.0,1171,566,3.875,342900,NEAR OCEAN
-118.15,33.77,52,2204,498.0,899,445,4.1765,393900,NEAR OCEAN
-118.15,33.77,41,3448,896.0,1621,838,4.5,339800,NEAR OCEAN
-118.15,33.77,27,3043,787.0,1398,747,3.5528,271100,NEAR OCEAN
-118.14,33.76,37,3242,698.0,1080,629,3.901,432500,NEAR OCEAN
-118.16,33.72,29,2743,708.0,1059,651,3.625,500000,NEAR OCEAN
-118.15,33.76,36,2916,785.0,1183,749,3.5985,500001,NEAR OCEAN
-118.15,33.77,36,4366,1211.0,1912,1172,3.5292,361800,NEAR OCEAN
-118.13,33.76,52,2216,526.0,940,530,4.5469,381000,NEAR OCEAN
-118.13,33.76,44,1543,463.0,652,406,4.25,439300,NEAR OCEAN
-118.14,33.75,39,1995,634.0,867,567,4.0795,400000,NEAR OCEAN
-118.14,33.76,52,2677,642.0,1144,624,4.3889,378000,NEAR OCEAN
-118.14,33.76,50,2960,761.0,1179,718,3.5214,398100,NEAR OCEAN
-118.14,33.76,44,1633,536.0,741,513,3.385,408300,NEAR OCEAN
-118.14,33.77,52,2208,409.0,791,408,5.8408,500000,NEAR OCEAN
-118.14,33.76,50,914,167.0,322,165,4.7361,418800,NEAR OCEAN
-118.13,33.76,46,2834,673.0,1175,670,4.7875,363800,NEAR OCEAN
-118.13,33.76,44,2532,621.0,961,550,3.9352,406900,NEAR OCEAN
-118.12,33.76,43,3070,668.0,1240,646,3.7813,461500,NEAR OCEAN
-118.12,33.75,47,3330,569.0,1220,557,7.3672,500001,NEAR OCEAN
-118.12,33.76,45,3035,516.0,1127,527,7.0796,500001,NEAR OCEAN
-118.12,33.75,41,2072,491.0,742,414,3.9934,500001,NEAR OCEAN
-118.14,33.71,36,2484,525.0,792,446,5.1815,500001,NEAR OCEAN
-118.1,33.76,15,4690,1002.0,1879,974,5.6051,267400,NEAR OCEAN
-118.11,33.77,15,9103,1847.0,3333,1712,5.1508,367300,NEAR OCEAN
-118.12,33.77,20,4534,954.0,1941,892,6.0362,463500,NEAR OCEAN
-118.12,33.77,10,7264,1137.0,2528,1057,10.2233,500001,NEAR OCEAN
-118.13,33.77,52,3697,691.0,1436,671,4.6852,395200,NEAR OCEAN
-118.13,33.77,37,4365,926.0,1661,868,5.3046,360700,NEAR OCEAN
-118.3,33.74,40,1896,416.0,950,383,2.425,255000,NEAR OCEAN
-118.3,33.74,28,1065,215.0,887,217,3.9375,270500,NEAR OCEAN
-118.44,33.88,35,2020,451.0,724,399,6.6494,500001,NEAR OCEAN
-118.43,33.87,41,847,173.0,344,170,6.822,500001,NEAR OCEAN
-118.43,33.86,34,358,87.0,162,84,7.1264,500001,NEAR OCEAN
-118.42,33.85,43,1584,477.0,799,433,5.0322,435000,NEAR OCEAN
-118.41,33.85,16,6123,1989.0,2853,1789,4.425,336400,NEAR OCEAN
-118.43,33.83,19,6206,1611.0,2455,1472,5.145,420200,NEAR OCEAN
-118.39,33.83,32,2075,539.0,954,519,5.637,500001,NEAR OCEAN
-118.39,33.82,30,3433,918.0,1526,828,4.5817,500001,NEAR OCEAN
-118.43,33.82,34,2112,614.0,946,574,4.6048,500001,NEAR OCEAN
-118.38,33.82,35,3053,623.0,1311,589,5.1589,439200,NEAR OCEAN
-118.38,33.82,38,1318,237.0,547,225,6.0308,416700,NEAR OCEAN
-118.37,33.81,36,2031,339.0,817,337,5.1271,458300,NEAR OCEAN
-118.38,33.81,33,2349,407.0,954,373,6.4956,483600,NEAR OCEAN
-118.38,33.81,20,1975,306.0,703,292,8.5491,410300,NEAR OCEAN
-118.44,33.81,33,3994,990.0,1647,931,5.0106,500001,NEAR OCEAN
-118.38,33.82,34,1822,364.0,750,366,5.9907,500001,NEAR OCEAN
-118.37,33.81,33,5057,790.0,2021,748,6.8553,482200,NEAR OCEAN
-118.37,33.81,36,1283,209.0,563,209,6.9296,500001,NEAR OCEAN
-118.38,33.81,41,1889,301.0,802,278,6.015,488500,NEAR OCEAN
-118.38,33.81,39,2400,373.0,877,372,5.7361,500001,NEAR OCEAN
-118.39,33.81,35,1008,165.0,391,167,3.7778,487500,NEAR OCEAN
-118.38,33.81,36,1018,148.0,329,169,10.5045,500001,NEAR OCEAN
-118.34,33.78,25,11016,1626.0,4168,1584,8.1782,500001,NEAR OCEAN
-118.36,33.79,34,5166,704.0,2071,668,8.3609,500001,NEAR OCEAN
-118.37,33.79,36,1596,234.0,654,223,8.2064,500001,NEAR OCEAN
-118.36,33.8,38,2553,400.0,1042,393,6.9742,500001,NEAR OCEAN
-118.36,33.8,34,2629,369.0,966,375,10.1241,500001,NEAR OCEAN
-118.38,33.8,36,4421,702.0,1433,624,8.0838,500001,NEAR OCEAN
-118.45,33.8,31,4803,575.0,1490,577,11.9993,500001,NEAR OCEAN
-118.39,33.79,30,4402,563.0,1582,551,10.898,500001,NEAR OCEAN
-118.4,33.78,24,4787,562.0,1653,548,12.9758,500001,NEAR OCEAN
-118.44,33.79,27,2141,260.0,635,240,11.6648,500001,NEAR OCEAN
-118.41,33.77,22,7554,991.0,2808,946,10.06,500001,NEAR OCEAN
-118.46,33.77,28,3065,406.0,1101,391,10.5536,500001,NEAR OCEAN
-118.42,33.78,36,2093,303.0,802,300,8.0957,500001,NEAR OCEAN
-118.37,33.77,26,6339,876.0,2540,880,10.1447,500001,NEAR OCEAN
-118.38,33.77,21,11353,1537.0,4649,1504,9.821,500001,NEAR OCEAN
-118.38,33.77,17,10950,2207.0,4713,2043,6.3064,418300,NEAR OCEAN
-118.38,33.79,32,10445,1620.0,4474,1576,7.7042,500001,NEAR OCEAN
-118.4,33.78,26,5005,776.0,2357,790,8.5421,500001,NEAR OCEAN
-118.42,33.75,22,17591,2604.0,6897,2492,8.2831,500001,NEAR OCEAN
-118.34,33.76,34,5586,674.0,1871,636,15.0001,500001,NEAR OCEAN
-118.35,33.74,25,8272,1132.0,3392,1132,10.0973,500001,NEAR OCEAN
-118.38,33.75,23,8277,1290.0,3176,1159,7.6986,500001,NEAR OCEAN
-118.39,33.71,18,1193,233.0,475,228,7.5594,500001,NEAR OCEAN
-118.41,33.75,4,311,51.0,128,46,9.8091,500001,NEAR OCEAN
-118.31,33.75,36,2715,474.0,1303,457,4.6042,357300,NEAR OCEAN
-118.31,33.75,34,2338,393.0,1031,373,6.287,396400,NEAR OCEAN
-118.33,33.77,33,4244,595.0,1534,557,9.8214,500001,NEAR OCEAN
-118.32,33.75,33,2996,398.0,1048,387,9.267,500001,NEAR OCEAN
-118.32,33.75,37,1080,135.0,366,142,11.6677,500001,NEAR OCEAN
-118.32,33.74,24,6097,794.0,2248,806,10.1357,500001,NEAR OCEAN
-118.69,34.08,23,204,40.0,117,41,9.7646,500001,NEAR OCEAN
-118.66,34.1,12,2560,365.0,907,366,10.076,500001,NEAR OCEAN
-118.68,34.08,18,102,17.0,55,21,3.9934,500001,NEAR OCEAN
-118.76,34.13,10,4355,716.0,2030,674,6.5571,500001,NEAR OCEAN
-118.75,34.1,34,2255,402.0,857,317,4.5333,377300,NEAR OCEAN
-118.72,34.14,7,23866,4407.0,9873,4012,5.4032,318500,NEAR OCEAN
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,399200,NEAR OCEAN
-118.8,34.15,9,1143,179.0,647,180,6.8474,356700,NEAR OCEAN
-118.75,34.17,16,2950,387.0,1228,379,5.3749,346100,NEAR OCEAN
-118.84,34.11,12,7508,1058.0,2484,965,5.8788,500001,NEAR OCEAN
-118.82,34.14,22,11668,1730.0,4054,1671,6.9935,385500,NEAR OCEAN
-118.79,34.14,7,3003,504.0,1143,466,5.8548,500001,NEAR OCEAN
-118.74,34.05,19,3487,686.0,2782,584,7.9184,500001,NEAR OCEAN
-118.86,34.07,16,1409,244.0,970,172,8.0144,500001,NEAR OCEAN
-118.88,34.02,19,15990,2611.0,5175,2173,7.7848,500001,NEAR OCEAN
-118.85,34.04,21,3837,578.0,1509,509,8.4476,500001,NEAR OCEAN
-118.78,34.05,28,1343,215.0,487,199,6.83,500001,NEAR OCEAN
-118.6,34.02,36,2043,467.0,606,326,8.4331,500001,NEAR OCEAN
-118.62,34.06,25,3546,584.0,1530,601,7.4001,500001,NEAR OCEAN
-118.66,34.02,23,8798,1465.0,2750,1208,8.7364,500001,NEAR OCEAN
-122.64,38.01,36,1336,258.0,678,249,5.5789,292000,NEAR OCEAN
-122.64,38.01,36,1199,232.0,551,229,3.7321,266700,NEAR OCEAN
-122.68,38.01,41,1865,392.0,825,369,4.2011,255400,NEAR OCEAN
-122.7,38.03,42,1410,308.0,624,292,4.1379,309100,NEAR OCEAN
-122.65,38.01,40,1428,280.0,708,255,5.0766,305400,NEAR OCEAN
-122.59,37.97,46,4036,856.0,1872,833,4.5625,275200,NEAR OCEAN
-122.61,37.99,40,7737,1488.0,3108,1349,4.4375,289600,NEAR OCEAN
-122.62,37.97,52,370,62.0,150,56,7.7006,316700,NEAR OCEAN
-122.56,37.95,34,2677,411.0,933,410,6.1444,500001,NEAR OCEAN
-122.64,37.96,29,377,58.0,151,67,9.5551,500001,NEAR OCEAN
-122.62,37.85,30,833,164.0,358,143,6.8198,493800,NEAR OCEAN
-122.66,37.93,42,1505,324.0,553,277,4.1792,350000,NEAR OCEAN
-122.71,37.88,21,2845,552.0,599,250,4.3125,495800,NEAR OCEAN
-122.69,37.91,43,1730,326.0,629,279,4.3194,238700,NEAR OCEAN
-122.71,37.9,23,1250,257.0,437,188,3.115,242600,NEAR OCEAN
-122.86,38.1,44,2602,509.0,691,343,4.3125,261500,NEAR OCEAN
-122.84,38.07,31,1858,367.0,701,297,3.8269,270700,NEAR OCEAN
-122.93,38.02,28,1284,265.0,628,219,3.5469,200000,NEAR OCEAN
-122.68,38.07,26,1445,244.0,510,207,5.6305,430000,NEAR OCEAN
-122.9,38.28,52,1275,218.0,627,185,2.3482,163500,NEAR OCEAN
-122.96,38.26,20,1982,358.0,308,132,3.1429,240900,NEAR OCEAN
-122.81,38.08,19,1615,366.0,815,337,3.4609,238800,NEAR OCEAN
-122.8,38.18,36,2378,476.0,957,362,3.625,253100,NEAR OCEAN
-123.71,39.88,42,1518,383.0,656,303,1.4952,69800,NEAR OCEAN
-123.84,39.83,19,1461,340.0,515,227,1.5278,145800,NEAR OCEAN
-123.81,39.31,23,2754,577.0,887,432,3.3654,225000,NEAR OCEAN
-123.73,39.17,20,4620,1042.0,1745,794,2.375,158800,NEAR OCEAN
-123.53,38.93,38,1706,355.0,506,211,2.5625,165600,NEAR OCEAN
-123.69,38.9,17,2206,478.0,1140,428,2.1985,95300,NEAR OCEAN
-123.59,38.8,17,5202,1037.0,1742,803,3.1201,176100,NEAR OCEAN
-121.79,36.85,28,1049,235.0,705,208,2.7321,150000,NEAR OCEAN
-121.77,36.87,37,424,65.0,266,64,3.3472,293800,NEAR OCEAN
-121.39,36.16,28,1057,249.0,288,130,3.0526,146900,NEAR OCEAN
-121.32,35.95,31,372,68.0,479,67,3.5547,200000,NEAR OCEAN
-121.91,36.42,14,1078,261.0,382,171,3.7083,210000,NEAR OCEAN
-121.84,36.25,20,958,245.0,590,189,2.6094,362500,NEAR OCEAN
-121.62,36.14,25,726,274.0,411,214,3.2375,450000,NEAR OCEAN
-121.87,36.55,20,10053,1768.0,3083,1621,5.1506,387500,NEAR OCEAN
-121.84,36.52,18,3165,533.0,1312,434,6.5234,357400,NEAR OCEAN
-121.88,36.49,28,2830,458.0,898,370,5.8142,500001,NEAR OCEAN
-121.92,36.57,42,3944,738.0,1374,598,4.174,394400,NEAR OCEAN
-121.91,36.55,39,5468,834.0,1782,712,5.7248,398800,NEAR OCEAN
-121.92,36.54,33,5323,887.0,1670,740,3.9792,468000,NEAR OCEAN
-121.92,36.56,40,2124,449.0,643,341,5.5164,369100,NEAR OCEAN
-121.94,36.55,30,2722,584.0,628,384,3.4048,487100,NEAR OCEAN
-121.92,36.56,39,2144,538.0,749,419,2.7039,364000,NEAR OCEAN
-121.92,36.55,37,2190,419.0,490,300,3.7852,465800,NEAR OCEAN
-121.92,36.55,44,3494,635.0,693,415,3.6,452800,NEAR OCEAN
-121.92,36.55,52,2616,483.0,582,313,3.275,500001,NEAR OCEAN
-121.95,36.61,31,1736,250.0,497,170,6.3835,407800,NEAR OCEAN
-121.93,36.59,25,2201,353.0,622,295,5.0621,386500,NEAR OCEAN
-121.95,36.6,32,3152,504.0,793,426,7.1198,469900,NEAR OCEAN
-121.95,36.59,22,3553,530.0,1108,441,5.8505,417100,NEAR OCEAN
-121.94,36.58,23,4911,693.0,1480,606,6.777,500000,NEAR OCEAN
-121.94,36.57,28,3153,409.0,569,271,14.4113,500001,NEAR OCEAN
-121.93,36.6,33,3455,683.0,1704,663,4.0154,225700,NEAR OCEAN
-121.92,36.61,29,3735,808.0,1873,757,3.1543,253800,NEAR OCEAN
-121.93,36.62,34,2351,,1063,428,3.725,278000,NEAR OCEAN
-121.92,36.61,27,3044,661.0,1229,618,3.1359,268000,NEAR OCEAN
-121.93,36.62,39,869,173.0,406,165,4.0313,253800,NEAR OCEAN
-121.92,36.62,52,974,190.0,403,181,4.3281,236500,NEAR OCEAN
-121.92,36.62,52,1001,191.0,425,184,3.7614,241700,NEAR OCEAN
-121.92,36.62,47,1811,401.0,948,375,3.0379,249300,NEAR OCEAN
-121.92,36.62,52,867,199.0,391,187,2.6713,234600,NEAR OCEAN
-121.92,36.62,52,1410,303.0,578,285,2.5625,235400,NEAR OCEAN
-121.92,36.62,52,728,161.0,313,142,3.4327,254500,NEAR OCEAN
-121.92,36.62,52,2584,599.0,790,444,2.5263,286400,NEAR OCEAN
-121.93,36.63,28,3983,852.0,1582,778,3.5147,313900,NEAR OCEAN
-121.93,36.63,33,1740,342.0,638,329,3.1912,319800,NEAR OCEAN
-121.93,36.63,41,1049,198.0,428,183,4.3571,287500,NEAR OCEAN
-121.9,36.61,29,3412,827.0,1574,759,2.9309,217100,NEAR OCEAN
-121.91,36.61,30,2755,597.0,1519,554,3.2952,234600,NEAR OCEAN
-121.92,36.61,27,1619,352.0,831,344,4.3,226400,NEAR OCEAN
-121.92,36.61,21,1242,340.0,834,362,2.4922,243800,NEAR OCEAN
-121.9,36.6,39,1629,423.0,804,386,2.4663,236500,NEAR OCEAN
-121.9,36.6,33,2461,649.0,1234,601,2.8727,225000,NEAR OCEAN
-121.9,36.6,45,2249,412.0,944,429,3.0625,260300,NEAR OCEAN
-121.9,36.59,42,2689,510.0,1023,459,4.6182,301000,NEAR OCEAN
-121.9,36.58,31,1431,,704,393,3.1977,289300,NEAR OCEAN
-121.91,36.59,31,2034,335.0,966,322,4.6964,291300,NEAR OCEAN
-121.91,36.6,35,2605,410.0,1110,406,5.5519,329500,NEAR OCEAN
-121.91,36.59,17,5039,833.0,1678,710,6.2323,339100,NEAR OCEAN
-121.89,36.59,18,2700,937.0,1042,744,3.1364,150000,NEAR OCEAN
-121.89,36.59,32,784,112.0,262,114,6.918,500001,NEAR OCEAN
-121.88,36.58,29,4910,871.0,3438,904,4.0432,450000,NEAR OCEAN
-117.62,33.42,23,2656,515.0,998,435,4.0294,500001,NEAR OCEAN
-117.63,33.38,12,5744,1054.0,2104,847,5.1482,500001,NEAR OCEAN
-117.61,33.41,35,2556,404.0,946,399,6.1557,402900,NEAR OCEAN
-117.61,33.42,31,3959,856.0,1919,775,4.0313,282000,NEAR OCEAN
-117.6,33.41,29,2193,389.0,922,387,4.5476,309200,NEAR OCEAN
-117.62,33.47,4,1812,255.0,661,211,6.487,294200,NEAR OCEAN
-117.63,33.45,5,3549,604.0,1571,534,5.3705,363500,NEAR OCEAN
-117.63,33.47,4,1969,280.0,805,271,7.6012,310800,NEAR OCEAN
-117.61,33.45,6,950,184.0,426,186,4.7237,220700,NEAR OCEAN
-117.63,33.46,7,7684,1088.0,2812,1057,6.3401,387300,NEAR OCEAN
-117.64,33.45,26,1528,,607,218,6.2871,325500,NEAR OCEAN
-117.65,33.42,25,2174,428.0,603,352,3.3967,249400,NEAR OCEAN
-117.64,33.45,27,334,56.0,130,46,4.875,284100,NEAR OCEAN
-117.62,33.43,27,1835,413.0,1221,377,3.2232,247100,NEAR OCEAN
-117.62,33.43,27,3858,1062.0,2321,873,3.3155,231000,NEAR OCEAN
-117.62,33.43,24,1296,384.0,850,367,2.7545,231300,NEAR OCEAN
-117.65,33.4,17,2737,654.0,910,492,3.5729,370800,NEAR OCEAN
-117.62,33.43,23,4052,955.0,1950,859,4.0647,240600,NEAR OCEAN
-117.61,33.43,33,1150,383.0,604,317,2.3545,187500,NEAR OCEAN
-117.62,33.42,27,1005,266.0,460,243,3.1029,190600,NEAR OCEAN
-117.62,33.42,27,1444,412.0,597,311,3.1395,310000,NEAR OCEAN
-117.6,33.45,4,2369,566.0,996,435,5.4031,243800,NEAR OCEAN
-117.59,33.44,3,5813,1264.0,2363,1041,4.3897,341300,NEAR OCEAN
-117.59,33.4,22,3167,743.0,1797,642,4.0076,252100,NEAR OCEAN
-117.59,33.41,17,2248,448.0,878,423,5.1298,246000,NEAR OCEAN
-117.6,33.42,23,2482,461.0,1048,425,4.665,280600,NEAR OCEAN
-117.61,33.43,24,2303,399.0,851,379,3.9875,346500,NEAR OCEAN
-117.6,33.43,21,3951,562.0,1392,543,5.1439,414000,NEAR OCEAN
-117.61,33.44,17,2036,272.0,713,265,6.5954,346200,NEAR OCEAN
-117.59,33.43,14,3223,484.0,1230,488,6.5964,358800,NEAR OCEAN
-117.63,33.47,4,2320,405.0,1408,477,6.3369,256000,NEAR OCEAN
-117.65,33.45,15,7468,1275.0,3033,1217,5.49,239300,NEAR OCEAN
-117.92,33.57,37,3355,492.0,921,366,7.2988,500001,NEAR OCEAN
-117.96,33.6,34,959,230.0,384,197,5.2333,471400,NEAR OCEAN
-117.98,33.64,20,1851,495.0,792,363,3.8187,137500,NEAR OCEAN
-117.97,33.63,25,2482,360.0,960,352,6.1572,344000,NEAR OCEAN
-117.98,33.61,17,2054,291.0,836,288,6.8939,383900,NEAR OCEAN
-118.01,33.67,13,2902,536.0,1125,490,5.888,447700,NEAR OCEAN
-118.01,33.67,16,3581,780.0,1644,774,5.041,397600,NEAR OCEAN
-118.01,33.66,19,4559,1045.0,1949,910,4.355,429200,NEAR OCEAN
-118.0,33.66,25,4041,903.0,1689,784,4.2289,442700,NEAR OCEAN
-118.02,33.65,38,2548,646.0,755,399,2.8352,408300,NEAR OCEAN
-118.0,33.66,16,2809,708.0,1260,638,3.2353,252900,NEAR OCEAN
-118.02,33.62,11,3969,834.0,1508,754,4.3409,271400,NEAR OCEAN
-118.05,33.65,5,7017,935.0,2427,867,10.1154,477700,NEAR OCEAN
-118.07,33.67,13,5126,711.0,2429,718,9.5268,437900,NEAR OCEAN
-118.09,33.7,13,4770,969.0,2261,972,5.883,295100,NEAR OCEAN
-118.09,33.75,32,6239,974.0,2615,950,6.6188,380000,NEAR OCEAN
-118.1,33.74,37,997,262.0,531,282,4.7773,400000,NEAR OCEAN
-118.11,33.75,15,2569,812.0,785,477,5.4011,346400,NEAR OCEAN
-118.11,33.74,43,1222,303.0,565,309,4.8482,500001,NEAR OCEAN
-118.09,33.74,44,1671,390.0,871,367,4.6369,422200,NEAR OCEAN
-118.11,33.75,24,1608,314.0,592,314,5.0926,390500,NEAR OCEAN
-118.1,33.74,33,2119,524.0,872,465,4.537,495500,NEAR OCEAN
-118.1,33.74,31,1310,342.0,563,310,4.6528,457100,NEAR OCEAN
-118.11,33.73,32,1258,333.0,645,334,5.0476,500001,NEAR OCEAN
-118.1,33.74,32,2035,,934,512,4.2287,500001,NEAR OCEAN
-118.07,33.72,24,1240,296.0,513,254,4.9044,485000,NEAR OCEAN
-118.07,33.72,32,1179,250.0,369,209,5.1824,500001,NEAR OCEAN
-118.09,33.71,19,1397,271.0,491,197,8.7397,500001,NEAR OCEAN
-118.06,33.72,17,4573,937.0,1619,796,5.7704,500001,NEAR OCEAN
-118.05,33.71,25,4150,570.0,1424,547,8.8281,461600,NEAR OCEAN
-118.06,33.72,22,4311,531.0,1426,533,9.8177,500001,NEAR OCEAN
-118.07,33.73,13,1822,313.0,643,303,9.8346,401700,NEAR OCEAN
-118.06,33.72,14,2665,331.0,964,319,15.0001,500001,NEAR OCEAN
-118.08,33.72,14,2021,396.0,696,367,7.1673,340700,NEAR OCEAN
-117.18,32.76,52,2023,301.0,649,285,4.7396,441700,NEAR OCEAN
-117.18,32.75,52,1539,212.0,535,224,5.392,408500,NEAR OCEAN
-117.18,32.75,52,1504,208.0,518,196,8.603,459600,NEAR OCEAN
-117.19,32.75,52,1495,230.0,459,190,8.1548,500001,NEAR OCEAN
-117.19,32.75,52,1388,213.0,513,211,6.1309,411600,NEAR OCEAN
-117.19,32.76,52,1294,175.0,434,180,5.7914,500001,NEAR OCEAN
-117.17,32.76,45,3149,639.0,1160,661,2.7266,354200,NEAR OCEAN
-117.17,32.75,38,5430,1176.0,2357,1100,3.654,249000,NEAR OCEAN
-117.18,32.74,39,3132,738.0,1200,690,2.5288,274000,NEAR OCEAN
-117.18,32.75,36,2282,534.0,918,531,2.7222,284700,NEAR OCEAN
-117.17,32.75,52,1052,,381,201,3.0726,289600,NEAR OCEAN
-117.16,32.75,23,2474,594.0,1107,536,2.9705,245500,NEAR OCEAN
-117.16,32.75,49,1566,494.0,643,419,1.9637,137500,NEAR OCEAN
-117.16,32.74,52,852,262.0,389,249,2.6042,225000,NEAR OCEAN
-117.16,32.74,21,1882,486.0,903,482,3.06,243800,NEAR OCEAN
-117.16,32.74,27,2335,604.0,982,590,3.1921,261500,NEAR OCEAN
-117.17,32.75,28,1514,384.0,540,352,2.1532,240000,NEAR OCEAN
-117.16,32.75,19,5430,1593.0,2496,1484,2.9112,199100,NEAR OCEAN
-117.16,32.75,34,1785,558.0,804,490,2.2687,200000,NEAR OCEAN
-117.15,32.76,43,2361,489.0,824,470,3.4196,302200,NEAR OCEAN
-117.15,32.76,36,2644,674.0,1211,654,3.0445,214800,NEAR OCEAN
-117.15,32.76,40,1809,474.0,826,456,2.6518,179800,NEAR OCEAN
-117.15,32.76,37,1921,502.0,811,472,2.75,175000,NEAR OCEAN
-117.15,32.75,40,2261,579.0,903,525,2.465,198700,NEAR OCEAN
-117.15,32.75,9,2818,821.0,851,555,2.6181,204200,NEAR OCEAN
-117.15,32.75,27,3166,867.0,1332,817,2.6742,171400,NEAR OCEAN
-117.15,32.74,43,2383,607.0,962,587,2.2578,263600,NEAR OCEAN
-117.15,32.74,26,3149,832.0,1320,808,3.0259,211700,NEAR OCEAN
-117.14,32.75,35,1391,329.0,726,317,2.6818,159400,NEAR OCEAN
-117.14,32.74,47,1494,327.0,689,304,3.125,172700,NEAR OCEAN
-117.14,32.74,16,6075,1816.0,2592,1634,2.5553,178100,NEAR OCEAN
-117.14,32.75,29,1961,565.0,1002,569,2.2813,118100,NEAR OCEAN
-117.14,32.75,25,1908,513.0,956,467,2.4828,133300,NEAR OCEAN
-117.14,32.75,37,1832,525.0,955,488,2.7852,129200,NEAR OCEAN
-117.14,32.75,19,1358,613.0,766,630,1.0353,150000,NEAR OCEAN
-117.14,32.75,20,1182,379.0,678,326,2.1937,162500,NEAR OCEAN
-117.14,32.75,27,1551,464.0,880,400,2.4167,131300,NEAR OCEAN
-117.14,32.76,28,3025,756.0,1328,695,2.694,164100,NEAR OCEAN
-117.14,32.76,35,2539,661.0,1308,629,2.6777,146400,NEAR OCEAN
-117.14,32.76,32,2587,681.0,1246,650,2.1727,145500,NEAR OCEAN
-117.14,32.76,35,1785,493.0,965,506,2.0792,160000,NEAR OCEAN
-117.13,32.77,30,2582,650.0,1098,603,2.8281,171700,NEAR OCEAN
-117.13,32.76,29,2568,682.0,1191,642,2.1094,162500,NEAR OCEAN
-117.13,32.76,41,1545,420.0,747,415,2.375,154400,NEAR OCEAN
-117.13,32.76,27,2280,695.0,1235,664,1.9392,142900,NEAR OCEAN
-117.13,32.76,33,1591,461.0,794,425,2.6333,140000,NEAR OCEAN
-117.13,32.76,22,2623,732.0,1283,718,2.1563,127100,NEAR OCEAN
-117.14,32.76,24,3523,991.0,1775,873,2.1273,142300,NEAR OCEAN
-117.13,32.75,24,1877,519.0,898,483,2.2264,112500,NEAR OCEAN
-117.13,32.75,28,2279,671.0,1166,623,1.95,150000,NEAR OCEAN
-117.13,32.75,23,3999,1182.0,2051,1130,2.1292,135000,NEAR OCEAN
-117.13,32.75,31,2336,656.0,1186,609,2.5872,130600,NEAR OCEAN
-117.13,32.75,50,1476,354.0,698,354,3.0,168800,NEAR OCEAN
-117.13,32.74,52,1512,321.0,651,321,3.6852,185300,NEAR OCEAN
-117.13,32.75,37,4142,1031.0,1936,968,2.693,174100,NEAR OCEAN
-117.12,32.75,37,2344,546.0,1134,513,2.4394,118300,NEAR OCEAN
-117.12,32.74,46,1898,441.0,978,439,3.2708,155200,NEAR OCEAN
-117.12,32.74,52,1969,389.0,877,424,3.79,163400,NEAR OCEAN
-117.13,32.75,20,2271,602.0,992,520,2.2599,157600,NEAR OCEAN
-117.12,32.75,15,2671,724.0,1800,646,2.1394,106700,NEAR OCEAN
-117.12,32.75,17,2060,633.0,1251,602,1.9886,119200,NEAR OCEAN
-117.12,32.75,20,1406,413.0,850,412,2.3261,114600,NEAR OCEAN
-117.12,32.75,25,2222,634.0,1025,568,1.64,130000,NEAR OCEAN
-117.12,32.76,23,2681,717.0,1279,648,2.1597,116100,NEAR OCEAN
-117.12,32.76,33,2279,591.0,1250,576,2.4297,139000,NEAR OCEAN
-117.12,32.76,43,2336,644.0,1203,614,2.3594,127800,NEAR OCEAN
-117.12,32.76,26,1221,331.0,620,296,2.4821,123600,NEAR OCEAN
-117.11,32.76,29,2030,545.0,1014,518,2.2409,114200,NEAR OCEAN
-117.12,32.76,28,2160,608.0,1339,571,1.9152,128100,NEAR OCEAN
-117.12,32.76,27,1426,364.0,792,353,2.0673,118800,NEAR OCEAN
-117.12,32.76,28,1605,501.0,936,460,2.5991,147500,NEAR OCEAN
-117.12,32.76,17,1559,462.0,821,428,2.0139,150000,NEAR OCEAN
-117.12,32.76,41,1469,421.0,803,395,2.1856,120500,NEAR OCEAN
-117.11,32.77,48,1502,272.0,590,265,2.5952,190300,NEAR OCEAN
-117.11,32.77,50,1729,355.0,617,337,3.6705,167000,NEAR OCEAN
-117.12,32.77,48,2012,422.0,893,394,2.7928,175000,NEAR OCEAN
-117.12,32.77,43,2167,464.0,977,461,3.125,192200,NEAR OCEAN
-117.11,32.77,52,1484,224.0,498,223,6.6053,331400,NEAR OCEAN
-117.11,32.77,52,1506,233.0,478,240,4.3875,300000,NEAR OCEAN
-117.1,32.77,49,4449,711.0,1606,709,5.7768,281600,NEAR OCEAN
-117.1,32.76,52,2606,426.0,883,380,4.2813,270800,NEAR OCEAN
-117.09,32.77,38,2065,374.0,812,343,3.125,216500,NEAR OCEAN
-117.09,32.76,44,1139,214.0,470,217,3.5481,203100,NEAR OCEAN
-117.09,32.76,43,3889,711.0,1466,663,3.5529,223000,NEAR OCEAN
-117.11,32.76,31,2293,549.0,1108,557,3.3854,204400,NEAR OCEAN
-117.1,32.76,30,1835,474.0,934,415,2.875,139600,NEAR OCEAN
-117.11,32.76,28,1457,397.0,672,342,1.9799,122700,NEAR OCEAN
